bucket,produto_id,nome,tipo,descontinuado,controla_estoque,categoria_compras,items_nfe_matched,orfaos_token_match,vendas_total,vendas_90d,vendas_30d,qtd_vendida_30d,ultima_venda
DESCONTINUADO,5f96ef10-4e19-4080-b8d7-481c47fcf03f,* Excluído * Dadinho de tapioca,VENDA_SIMPLES,true,false,,0,4,0,0,0,0,
AUTO_NFE,c5457927-d440-4ba7-8d19-3a9538fcbd60,XAROPE DE FRAMBOESA - Drink,INSUMO,false,true,,0,2,0,0,0,0,
DESCONTINUADO,f2dcb172-a03b-4c65-b4dd-7fa7094417f6,* Excluído * Gin Monkey 47 Schwarzwald Dry - dose,VENDA_SIMPLES,true,false,,0,4,0,0,0,0,
AUTO_NFE,2eb4f240-3e7a-4ad7-b59c-0c9893fd0afb,Vinho Tinto Izadi El Regalo,VENDA_SIMPLES,false,true,,0,5,0,0,0,0,
AUTO_NFE,c87149ef-663a-43f3-8ec6-c8fd84ebd93a,Sumo de limao,VENDA_SIMPLES,false,false,,0,1,0,0,0,0,
AUTO_NFE,e6be3c99-0d6c-4815-b5d0-05b7ed0315db,Agua Com Gas indaia lata,VENDA_SIMPLES,false,true,,0,21,0,0,0,0,
AUTO_NFE,d61c6ea8-0e61-48db-ab69-535967616b99,Picanha C. Batatas Grat. - AVENIDA IVO DO PRADO,VENDA_SIMPLES,false,false,,0,3,0,0,0,0,
AUTO_NFE,d0763142-efce-4679-b1e8-ac10efc84350,Pote 1500ml,INSUMO,,true,Utensílios,0,4,0,0,0,0,
NUNCA_VENDIDO,4dc67ab0-6873-4f71-8c8c-c69cd1953585,xilitol,INSUMO,false,true,,0,0,0,0,0,0,
NUNCA_VENDIDO,80637310-4eba-47e3-b840-a05884729267,Rabo de Galo,VENDA_SIMPLES,false,false,,0,0,0,0,0,0,
DESCONTINUADO,df422e35-ba5d-4bb7-a1ae-f3700f52d73f,* Excluído * Uisque Bourbon JimBeam,INSUMO,true,true,,0,0,0,0,0,0,
AUTO_NFE,a2e8883b-0af6-4450-b887-8b204983d80a,AGUA TONICA,INSUMO,false,true,,0,12,0,0,0,0,
NUNCA_VENDIDO,94c27f0b-1726-4821-a06d-fa3ca09c0b5e,FAROFA DE ALHO,INSUMO,false,true,,0,0,0,0,0,0,
AUTO_NFE,5ce405bf-5c95-4f8e-8575-dd3fc9e6f2e3,Vinho P/ Cozinha,VENDA_SIMPLES,false,false,,0,6,0,0,0,0,
NUNCA_VENDIDO,f4b9dca2-6ef2-4b08-873a-6734d87b478a,Descafeinado,VENDA_SIMPLES,false,false,,0,0,0,0,0,0,
DESCONTINUADO,baa220f8-1613-42e1-b46d-f0363c1a0eaa,* Excluído * Gin Beefeater - dose,VENDA_SIMPLES,true,false,,0,4,0,0,0,0,
NUNCA_VENDIDO,25688503-e447-43ff-bb26-1dfbb466c016,chantily batido,INSUMO,false,true,,0,0,0,0,0,0,
NUNCA_VENDIDO,a61888ee-0646-42f6-b2dd-bb811ac38f55,Camarões empanado - RUA JOAO PESSOA,VENDA_SIMPLES,false,false,,0,0,0,0,0,0,
AUTO_NFE,574249e0-105a-4240-963e-ad62bb6337ee,Polvo por unidade,INSUMO,false,true,,0,4,0,0,0,0,
DESCONTINUADO,d6ba655f-163c-4978-bbc7-1ef479fa63a6,* Excluído * Vinho Branco Izadi EL Regalo,VENDA_SIMPLES,true,true,,0,14,0,0,0,0,
DESCONTINUADO,2f924778-6191-49f8-997e-56bb15ba17a7,* Excluído * Ajinomoto,INSUMO,true,true,,0,4,0,0,0,0,
DESCONTINUADO,545f49c9-b74e-4884-ab0e-78aae82be58c,* Excluído * Siri,INSUMO,true,true,,0,0,0,0,0,0,
AUTO_NFE,addbc3c5-7c28-4e08-a385-73a7038c18ed,Vinho Branco Quanta Terra,VENDA_SIMPLES,false,true,,0,14,0,0,0,0,
DESCONTINUADO,f5f5b34c-b386-4959-837e-c56f43e38c8c,* Excluído * Licor Peachtree - dose,VENDA_SIMPLES,true,false,,0,3,0,0,0,0,
AUTO_NFE,cf736943-c860-4161-824f-57d648e1251e,Vinho Tinto Rosso Puglia,VENDA_SIMPLES,false,true,,0,6,0,0,0,0,
AUTO_NFE,c145dcfc-d6b8-4801-837f-506561f62ab3,XAROPE DE CANELA - Drink,INSUMO,false,true,,0,2,0,0,0,0,
NUNCA_VENDIDO,4b2147bc-a5f2-4288-b5fe-f636ddeb64a5,SUGESTAO DO BARTENDER,VENDA_SIMPLES,false,false,,0,0,0,0,0,0,
AUTO_NFE,658c1213-0c88-4b2c-ad94-8e21806062ee,Vinho Tinto Finca Amadeo Malbec,VENDA_SIMPLES,false,true,,0,7,0,0,0,0,
DESCONTINUADO,330694a1-543c-4c1e-8dab-ad0f69d8a457,* Excluído * Camarão 61/70,INSUMO,true,true,,0,0,0,0,0,0,
AUTO_NFE,5a57a042-adbd-46b4-824f-24eee9311dcd,Arroz Branco 120g,INSUMO,false,true,,0,12,0,0,0,0,
DESCONTINUADO,f3bd7102-be1d-499c-95a9-37903a4d93eb,* Excluído * Orégano,INSUMO,true,true,,0,0,0,0,0,0,
DESCONTINUADO,03da4231-d83a-4aa9-99a3-fe4b1b2f4d6e,* Excluído * Queijadinha com morango,VENDA_SIMPLES,true,false,,0,1,0,0,0,0,
DESCONTINUADO,debbc013-6274-4c18-86d4-0d952e65e90b,* Excluído * Tartares,VENDA_SIMPLES,true,false,,0,0,0,0,0,0,
NUNCA_VENDIDO,a60d6aae-b617-4bb0-a8d2-d4aee9facd0d,Pé de galinha,INSUMO,,true,Proteína,0,0,0,0,0,0,
AUTO_NFE,554db280-d8ad-4e11-8947-3c18b126ab20,LIMAO TAHITI- Drink,INSUMO,false,true,,0,2,0,0,0,0,
AUTO_NFE,28d0ea1b-e1df-4fd1-97bc-e357aa6e2a67,Vinho Tinto Chateau La Courtiade Frances,VENDA_SIMPLES,false,true,,0,5,0,0,0,0,
NUNCA_VENDIDO,332cb9ce-cd2c-418b-935d-4936d15928bd,Alimentacao,VENDA_SIMPLES,false,false,,0,0,0,0,0,0,
DESCONTINUADO,4c66879b-8502-4d09-9e82-5aeb0f5ee068,* Excluído * Carppaccios,VENDA_SIMPLES,true,false,,0,0,0,0,0,0,
AUTO_NFE,98169b4c-9330-4790-b03f-d41e34fbe493,AGUA COM GAS PRESH,INSUMO,false,true,,0,10,0,0,0,0,
AUTO_NFE,bb9ab755-7606-4c24-8a65-4004c7a36e8e,Vinho Tinto Izadi Larrosa,VENDA_SIMPLES,false,true,,0,5,0,0,0,0,
AUTO_NFE,56109cde-a793-4824-858c-4c5d0a229064,Cerveja Baden IPA,VENDA_SIMPLES,false,true,,0,8,0,0,0,0,
DESCONTINUADO,9f4643c0-a535-44af-8728-67dbc35f6461,* Excluído * Azeitona,INSUMO,true,true,,0,0,0,0,0,0,
DESCONTINUADO,26ee6b9d-c4a8-4607-bfdc-bc1ccf1c7d8b,* Excluído * RUA AQUIDABA - DUPLICADO,VENDA_SIMPLES,true,false,,0,0,0,0,0,0,
DESCONTINUADO,45d2f95e-e044-4547-aad1-85ee4d523057,* Excluído * Pudim de Mangaba com Farofa de castanha,VENDA_SIMPLES,true,false,,0,1,0,0,0,0,
DESCONTINUADO,7fb54815-49c5-4c6c-b5b7-466273a2fc90,* Excluído * Trilogia do mangue,VENDA_SIMPLES,true,false,,0,0,0,0,0,0,
DESCONTINUADO,cf09de53-87a6-4411-b0e8-3581b70cb797,* Excluído * Tacos,VENDA_SIMPLES,true,false,,0,0,0,0,0,0,
AUTO_NFE,e84f9c86-588b-4418-b321-2d23f25f5b05,REDUCAO DE MARACUJA - Drink,INSUMO,false,true,,0,2,0,0,0,0,
NUNCA_VENDIDO,857b5fd9-dacd-4cfa-bdc6-5498527218bf,Manjericao,INSUMO,false,true,,0,0,0,0,0,0,
AUTO_NFE,6bf9f458-f243-4cde-b48b-22b0cd65d828,GIN INFUSIONADO EM FRAMBOESA - Drink,INSUMO,false,true,,0,5,0,0,0,0,
AUTO_NFE,05dfb555-237e-4010-8071-300b2104f4f6,H2O Limoneto,VENDA_SIMPLES,false,true,,0,1,0,0,0,0,
AUTO_NFE,e27d3165-f666-4689-95bc-f0e773eee8ad,Vinho Tinto Tapada do Chaves V. Velhas,VENDA_SIMPLES,false,true,,0,5,0,0,0,0,
DESCONTINUADO,b80a26c3-6c9d-485b-a660-cd945a8446d6,* Excluído * Espumante Casa Perine Brut 750ml,INSUMO,true,true,,0,14,0,0,0,0,
DESCONTINUADO,ca4174d2-b5ee-4ba8-a882-6e9c13626d04,* Excluído * Filé mignon,INSUMO,true,true,,0,9,0,0,0,0,
DESCONTINUADO,31867dc1-3efc-4ef7-960a-076e38ee123a,* Excluído * Ovo,INSUMO,true,true,,0,4,0,0,0,0,
NUNCA_VENDIDO,a38b978c-5e8e-4ad9-bd3e-86f347583a49,diferença de inventario,VENDA_SIMPLES,false,false,,0,0,0,0,0,0,
AUTO_NFE,f54b6cc0-33e4-43af-af06-e265db73c250,Vinho Tinto Don Luciano Reserva,VENDA_SIMPLES,false,true,,0,6,0,0,0,0,
AUTO_NFE,a83943fe-2924-4d04-be9d-8e6fdb33d65e,Vermouth rosso punt e mes 750ml,INSUMO,false,true,,0,14,0,0,0,0,
AUTO_NFE,30514e08-34e0-4773-9ae2-8770c1292b65,Coca-Cola Zero lata 350ml - Delivery,VENDA_SIMPLES,false,false,,0,26,0,0,0,0,
AUTO_NFE,88ffd094-48e6-417f-a9a7-3cce32f28fd9,Red Bull Tropical,VENDA_SIMPLES,false,true,,0,10,0,0,0,0,
NUNCA_VENDIDO,cc20e4f6-1333-45c9-853b-4139e3f3ec77,Chivas regal 12 anos 1L,INSUMO,false,true,,0,0,0,0,0,0,
NUNCA_VENDIDO,d4857390-e8ec-4ac1-b24c-fd70dd552f51,Tapas de camarão - RUA CAPELA,VENDA_SIMPLES,false,false,,0,0,0,0,0,0,
DESCONTINUADO,4c1273cc-9d0e-462d-bc93-8efffa0afc16,* Excluído * Chocolate,INSUMO,true,true,,0,3,0,0,0,0,
DESCONTINUADO,52efbac5-2f6e-40ea-8309-c73c0d41056d,* Excluído * Tequila Jose Cuervo Ouro (reposado) 750ml  garrafa,INSUMO,true,true,,0,17,0,0,0,0,
NUNCA_VENDIDO,51f439c1-e1a3-4420-b8fa-99d71f15f179,Aneis de Lula - Porção (50g),INSUMO,false,true,,0,0,0,0,0,0,
DESCONTINUADO,82330a88-543d-43a3-a11f-03c5a35dab69,* Excluído * Arancini camarao,VENDA_SIMPLES,true,false,,0,0,0,0,0,0,
AUTO_NFE,2ddab5f1-9a12-4362-8f9f-edfd966edb46,Vinho Tinto Paulo Laureano Bigode,VENDA_SIMPLES,false,true,,0,7,0,0,0,0,
DESCONTINUADO,0fc8fa0a-0b01-4604-bdff-3fca5fa675fd,* Excluído * Prato - 04,VENDA_SIMPLES,true,false,,0,0,0,0,0,0,
NUNCA_VENDIDO,5ac7cefa-055e-44d6-8fc7-7723929eb545,Camarões grelhados - Executivo,VENDA_SIMPLES,false,true,,0,0,0,0,0,0,
DESCONTINUADO,9a1242bb-b512-4d1f-ad87-556c96c92ff5,* Excluído * Ostra Gratinada,VENDA_SIMPLES,true,false,,0,0,0,0,0,0,
NUNCA_VENDIDO,ed689488-bee2-4880-b912-d4ab65e95c84,PORCAO DE PALMITO,VENDA_SIMPLES,false,false,,0,0,0,0,0,0,
AUTO_NFE,2d7353a6-ed0a-40d4-8283-b0a8c09a7d7c,Carpaccio - RUA AQUIDABA,VENDA_SIMPLES,false,false,,0,1,0,0,0,0,
NUNCA_VENDIDO,0c7d1f76-caac-4f87-8362-e16838784409,Aratu - Porção (50g),INSUMO,false,true,,0,0,0,0,0,0,
AUTO_NFE,0ce6721b-e411-494e-94ca-c698e4fcb362,ACEM OU COSTELA,INSUMO,false,true,,0,3,0,0,0,0,
AUTO_NFE,8fe24e28-96a3-4376-b2c0-0387b9e42a97,FILÉ MIGNON COM LEGUMES-MOUNJARO,VENDA_SIMPLES,false,false,,0,10,0,0,0,0,
DESCONTINUADO,9e0f3d4f-04ea-4487-91c0-b377c73c4d3b,* Excluído * Alface,INSUMO,true,true,,0,0,0,0,0,0,
AUTO_NFE,ab77113f-e0bc-4889-a5c9-d8a6bc87b570,Saco de porcionamento grande,INSUMO,,true,Utensílios,0,8,0,0,0,0,
DESCONTINUADO,18ea848e-0740-4c3a-b81d-176214c47237,* Excluído * Polvo,INSUMO,true,true,,0,0,0,0,0,0,
AUTO_NFE,9e027fda-c6b4-40a8-874d-6584642f78ba,Guarana Antarctica lata 350ml,VENDA_SIMPLES,false,true,,0,25,0,0,0,0,
DESCONTINUADO,6eaad1e3-9dd3-4f91-b886-2ab074d6b7e2,* Excluído * Arroz Japonês,INSUMO,true,true,,0,5,0,0,0,0,
AUTO_NFE,4ee1ed65-06b0-446e-83a7-733fd83c9eeb,Royal Salute 21 anos Azul 700ml,INSUMO,false,true,,0,3,0,0,0,0,
AUTO_NFE,b3dfd15b-b10a-4116-a83f-6f00192c552e,pure de batata doce,INSUMO,false,true,,0,8,0,0,0,0,
DESCONTINUADO,fb7f5fed-37d1-4f94-b109-f6b26dbd73fd,* Excluído * limao tahiti,INSUMO,true,true,,0,1,0,0,0,0,
AUTO_NFE,038e6597-d1ac-4d55-92a7-db7434b3261a,Vinho Tinto Paulo Laureano classico 375ml,VENDA_SIMPLES,false,true,,0,7,0,0,0,0,
DESCONTINUADO,2415fad5-be90-4c66-86da-cdd0fea2050d,* Excluído * Licor Villa Massa Limoncello - dose,VENDA_SIMPLES,true,false,,0,10,0,0,0,0,
AUTO_NFE,221e3157-daee-47ce-b62e-50f3f83026b3,Vinho Tinto Monte dos cabaços Colheita Selec,VENDA_SIMPLES,false,true,,0,5,0,0,0,0,
NUNCA_VENDIDO,1efc6455-39b1-4c51-9c39-76fadfad6026,CROTONS,INSUMO,false,true,,0,0,0,0,0,0,
DESCONTINUADO,41e08de8-34b5-41db-87cb-e73038087c76,* Excluído * Soamar - Sobremesa,VENDA_SIMPLES,true,false,,0,0,0,0,0,0,
NUNCA_VENDIDO,b7263908-9505-474c-9927-3420faba48f7,ACELGA,INSUMO,false,true,,0,0,0,0,0,0,
AUTO_NFE,aca8b6f8-2eea-4741-9176-55262c8ebf2b,Vinho Tinto Mayor de Castilla Reserva,VENDA_SIMPLES,false,true,,0,6,0,0,0,0,
AUTO_NFE,bbce56ab-4ae7-4715-bd1c-df3c455a1cbd,Licor Fino Amarula 750ml garrafa,INSUMO,false,true,,0,18,0,0,0,0,
NUNCA_VENDIDO,017ede39-965d-43ef-b4a3-0d45683f9821,QUEIJADINHA DO REI,VENDA_SIMPLES,false,true,,0,0,0,0,0,0,
AUTO_NFE,31eed47c-fd31-41aa-bdc3-5351477a3f16,Carne Do Sol C/ Biro,VENDA_SIMPLES,false,true,,0,2,0,0,0,0,
DESCONTINUADO,d9abf67c-8dab-4a5b-89b6-bf72c7fd7647,* Excluído * Presunto,INSUMO,true,true,,0,3,0,0,0,0,
NUNCA_VENDIDO,063e2c0d-9f84-41c6-8778-8bc79eb74f37,PICLES DE PEPINO,INSUMO,false,true,,0,0,0,0,0,0,
DESCONTINUADO,6a8e34cf-a297-483b-9db2-8ec3191b7e7b,* Excluído * Ostra,INSUMO,true,true,,0,0,0,0,0,0,
AUTO_NFE,9f5a2ab3-7a96-49d8-b7b4-0d1f063171a1,ENTREMET DE MARACUJA,VENDA_SIMPLES,false,false,,0,1,0,0,0,0,
NUNCA_VENDIDO,53deb93e-c410-4ec4-970b-58f4073f36b0,Uisque Macallan 15 anos,INSUMO,false,true,,0,0,0,0,0,0,
AUTO_NFE,81216594-4228-4f59-b5fe-f6c8996886df,Salada Vegetariana - RUA SAO JOSE,VENDA_SIMPLES,false,false,,0,1,0,0,0,0,
NUNCA_VENDIDO,c498a4e7-e8dc-4a9b-ba23-a83b24009ace,Domecq 1L,INSUMO,false,true,,0,0,0,0,0,0,
AUTO_NFE,f6ae14e9-89b8-4ebd-8f74-7b9c1129337c,Vinho Branco la Rosa Reserva,VENDA_SIMPLES,false,true,,0,15,0,0,0,0,
AUTO_NFE,2417a45e-8baa-4484-98c1-64665acc35a5,"Contagem antiga Catados (Aratu, carangueijo, siri) 150g",INSUMO,false,true,,0,3,0,0,0,0,
DESCONTINUADO,ff27380d-807d-43de-95e3-5a502b8df974,* Excluído * Prato - 10,VENDA_SIMPLES,true,false,,0,0,0,0,0,0,
AUTO_NFE,563a1988-a066-454f-b5bf-907346b49916,Vinho Branco Susana Esteban Vinyle,VENDA_SIMPLES,false,true,,0,14,0,0,0,0,
AUTO_NFE,f6c324bf-ef17-4fa8-bca4-2d15a8d5fb64,Corona Extra Long neck,VENDA_SIMPLES,false,true,,0,7,0,0,0,0,
DESCONTINUADO,5a876bd5-559e-4f2b-8c39-a4bac489b090,* Excluído * Heineken Long neck,VENDA_SIMPLES,true,true,,0,8,0,0,0,0,
AUTO_NFE,ed467c97-c57b-4959-a826-dc22f977f996,Cynar - Garrafa,VENDA_SIMPLES,false,false,,0,1,0,0,0,0,
DESCONTINUADO,a41bf058-1438-4fcd-bf8e-b1c252bd444e,* Excluído * Prato - 06,VENDA_SIMPLES,true,false,,0,0,0,0,0,0,
AUTO_NFE,f233675c-044d-4f20-a3ff-9d1a106fd764,Vinho Tinto Villa Antinori,VENDA_SIMPLES,false,true,,0,7,0,0,0,0,
DESCONTINUADO,ace241d1-2fef-4d79-81f8-fcf9cad44a40,* Excluído * Sal Refinado,INSUMO,true,true,,0,5,0,0,0,0,
AUTO_NFE,2a8af4db-7600-4c00-ae10-5bcd85a70ad2,CYNAR 900ml,INSUMO,false,true,,0,2,0,0,0,0,
NUNCA_VENDIDO,2e7e4c74-fd3d-4af3-a2fa-50ab9759df94,Rigatone a marguerita,VENDA_SIMPLES,false,false,,0,0,0,0,0,0,
AUTO_NFE,64d95892-3011-4621-a115-27b579c1ce04,CANELA - Drink,INSUMO,false,true,,0,1,0,0,0,0,
NUNCA_VENDIDO,64855f2b-8559-4f79-8f14-840ab2129ba2,Moscow Mule,VENDA_SIMPLES,false,false,,0,0,0,0,0,0,
NUNCA_VENDIDO,893e3046-5427-40ee-b77d-dfe02eb3b753,Torradas,INSUMO,false,true,,0,0,0,0,0,0,
NUNCA_VENDIDO,c544743a-4736-47f7-871c-1596aa2cae83,Fitzgerald,VENDA_SIMPLES,false,false,,0,0,0,0,0,0,
NUNCA_VENDIDO,c4e0ed1e-8f55-4bcb-908f-88f5743d10e2,Champagne Moet & Chandon,VENDA_SIMPLES,false,true,,0,0,0,0,0,0,
AUTO_NFE,a963c865-8519-442e-932c-cd68a5d3795d,Vinho Tinto Trinacria,VENDA_SIMPLES,false,true,,0,5,0,0,0,0,
AUTO_NFE,1d2d61e8-fae0-4c2d-924c-958971806aa4,Fanta Laranja  lata 350ml,VENDA_SIMPLES,false,true,,0,22,0,0,0,0,
AUTO_NFE,3bbb7d4c-4e69-4089-b414-35fe7506b8e0,PORCAO DE PURE DE BATATA INGLESA,VENDA_SIMPLES,false,false,,0,7,0,0,0,0,
AUTO_NFE,16817a72-df05-4d1e-b367-dfc5b1b809fb,Espátula de silicone,INSUMO,,true,Utensílios,0,1,0,0,0,0,
DESCONTINUADO,bce281d9-be69-48c0-b2b2-f06b71de3f01,* Excluído * Vinho Branco Flor de vetus,VENDA_SIMPLES,true,true,,0,14,0,0,0,0,
DESCONTINUADO,72b6f2f2-5596-4b28-aa89-cf082c1c2536,* Excluído * file ao pene,VENDA_SIMPLES,true,false,,0,9,0,0,0,0,
AUTO_NFE,6d5dfcb3-c659-47dd-8bb4-4c9441f1042d,Aperol 750ml,INSUMO,false,true,,0,14,0,0,0,0,
AUTO_NFE,796e0fbc-0cb1-4676-ab46-c93d54324126,Filé mignon ao molho demi-glace com risoto de funghi,VENDA_SIMPLES,false,false,,0,16,0,0,0,0,
DESCONTINUADO,fe2d3025-823c-470d-bdae-9a701f15760f,* Excluído * Licor Frangelico - dose,VENDA_SIMPLES,true,false,,0,3,0,0,0,0,
AUTO_NFE,7d63f32f-23ee-470b-938e-d963e9ee376e,Cogumelos Shitake e Shimeji,INSUMO,false,true,,0,4,0,0,0,0,
AUTO_NFE,18035691-b720-420e-9655-be278a4b74c4,Ypioca Palha reserva Ouro 965ml,INSUMO,false,true,,0,4,0,0,0,0,
AUTO_NFE,efdc8109-0c51-406a-b54f-4fc4db68636e,TORRADA DE PÃO PÓRTTUGUES  1,INSUMO,false,true,,0,1,0,0,0,0,
AUTO_NFE,9498fcc2-5190-45c1-90c3-cc5b36c11068,Heineken long neck,VENDA_SIMPLES,false,true,,0,8,0,0,0,0,
AUTO_NFE,e8990e33-4e89-478a-846f-d071cef0a8dc,Vinho Tinto Don Luciano Tempranillo 375ml,VENDA_SIMPLES,false,true,,0,5,0,0,0,0,
AUTO_NFE,a51daa9a-b6bc-4ae6-84f4-1bbc62f37513,Sake Gekkeikan 750ml,INSUMO,false,true,,0,14,0,0,0,0,
DESCONTINUADO,240e2073-9642-46d4-bf14-f519af6310e7,* Excluído * Batata palito,INSUMO,true,true,,0,5,0,0,0,0,
AUTO_NFE,b5ee7873-9268-467e-9fd3-a7269a2d93a7,Vinho Tinto Quinta do Noval Douro DOC Reserva,VENDA_SIMPLES,false,true,,0,6,0,0,0,0,
AUTO_NFE,2d2f19fd-3edb-4e8f-860d-583d7a7f9545,Batata frita (150 g),INSUMO,false,true,,0,5,0,0,0,0,
NUNCA_VENDIDO,ffd0fcc3-2b69-4c4e-9422-a5332d440b69,Caipirosca,VENDA_SIMPLES,false,false,,0,0,0,0,0,0,
AUTO_NFE,81bd7980-8116-4880-8ba3-0c31dced7508,Licor Fino 43 Diego Zamora 700ml garrafa,INSUMO,false,true,,0,6,0,0,0,0,
NUNCA_VENDIDO,3a2dc464-3666-43d4-aefe-cf4b8309647e,CORTESIA - ANIVERSARIO,VENDA_SIMPLES,false,true,,0,0,0,0,0,0,
NUNCA_VENDIDO,ccb99a4b-3076-40a3-bde9-3024d4d6ff7b,CARAMELO SALGADO,INSUMO,false,true,,0,0,0,0,0,0,
AUTO_NFE,efcdb036-ee58-49b2-af8f-bc5e1a67ce4a,SALMAO 100G,INSUMO,false,true,,0,8,0,0,0,0,
DESCONTINUADO,c557fc6b-9cfd-4d36-a574-3cd1754be6cf,* Excluído * Vodka Absolut Elyx - dose,VENDA_SIMPLES,true,false,,0,2,0,0,0,0,
NUNCA_VENDIDO,aae71437-e5e3-40de-9c86-8c8d3a6556ae,Palmito,INSUMO,false,true,,0,0,0,0,0,0,
AUTO_NFE,0c027c24-4794-430d-b1c3-50a95538d1a4,Vermouth Dolin rouge- Garrafa,VENDA_SIMPLES,false,false,,0,1,0,0,0,0,
NUNCA_VENDIDO,76178405-a931-41ea-805e-9a30031737b0,Contagem antiga Disco de Macaxeira,INSUMO,false,true,,0,0,0,0,0,0,
AUTO_NFE,d5af5625-30f0-4178-8be7-ffd0227ab10e,Vinho Tinto Cartuxa EA,VENDA_SIMPLES,false,true,,0,5,0,0,0,0,
DESCONTINUADO,d5ec6c07-3204-48c1-b8b2-9c01bc203b7a,* Excluído * Vinho Tinto Nicola Catena,VENDA_SIMPLES,true,false,,0,5,0,0,0,0,
DESCONTINUADO,2aaf6661-f5b7-4940-aa46-793b26476314,* Excluído * Abacaxi,INSUMO,true,true,,0,0,0,0,0,0,
AUTO_NFE,c29ffbdc-efda-4e23-9368-43991f657fe5,AGUA COM GAS PERRIE,VENDA_SIMPLES,false,true,,0,10,0,0,0,0,
DESCONTINUADO,8cc61e18-448a-4487-8c5d-fd6c3c0abd7d,* Excluído * Tapioca fina,INSUMO,true,true,,0,4,0,0,0,0,
AUTO_NFE,3d294878-9900-4e20-8c22-18d472eb3198,Vinho Tinto Paya Malbec,VENDA_SIMPLES,false,true,,0,7,0,0,0,0,
DESCONTINUADO,72ed8e5a-287f-4782-8b36-e2f39ffb38bf,* Excluído * Molho Crostine,INSUMO,true,true,,0,6,0,0,0,0,
DESCONTINUADO,1e8463f8-28ed-4711-a342-2a3d12dbbc2d,* Excluído * Sorvete por Quilo,VENDA_SIMPLES,true,false,,0,3,0,0,0,0,
DESCONTINUADO,e4e93614-129e-47b9-9370-d79ed2414e33,* Excluído * Prato - 09,VENDA_SIMPLES,true,false,,0,0,0,0,0,0,
AUTO_NFE,28fc6a1a-b541-450f-a9ea-74e1b4ed0ea3,Vinho Tinto Paulo Laureano Classico Portugues 750ml,VENDA_SIMPLES,false,true,,0,16,0,0,0,0,
AUTO_NFE,01acc2c6-e9b2-4401-8926-cbee2c828753,LIMÃO SICILIANO,INSUMO,false,true,,0,1,0,0,0,0,
DESCONTINUADO,cc5bf2ab-58c4-4ab8-91b0-0a4594165af6,* Excluído * Azeitona Preta,INSUMO,true,true,,0,6,0,0,0,0,
AUTO_NFE,f830df79-fd50-44ad-aa57-4d6a69223c94,Vinho Tinto Pintas Character,VENDA_SIMPLES,false,true,,0,5,0,0,0,0,
NUNCA_VENDIDO,370e44d4-5a43-4878-b36a-9330d939307b,Seu Juca Leo,VENDA_SIMPLES,false,false,,0,0,0,0,0,0,
AUTO_NFE,c6f8cff5-26ec-4862-9268-f83801fa1a99,Vinho Tinto Condor Cabernet Sauvignon,VENDA_SIMPLES,false,true,,0,6,0,0,0,0,
DESCONTINUADO,1d7c8a02-35ce-4b26-9187-716bc7a79e8a,* Excluído * fettutinne com camarao,VENDA_SIMPLES,true,false,,0,1,0,0,0,0,
DESCONTINUADO,918e70fb-4e64-40fb-be6b-12c21da6d5b2,* Excluído * Catupiry,INSUMO,true,true,,0,0,0,0,0,0,
AUTO_NFE,d3cbfdb5-1252-4266-95c2-8ca4972e7b47,taça vinho tinto,VENDA_SIMPLES,false,false,,0,5,0,0,0,0,
AUTO_NFE,9fdb1e6a-839b-4cd0-9aaa-12a94bd14a27,Vinho Tinto Rizieri Barbera dalba Superiore,VENDA_SIMPLES,false,true,,0,5,0,0,0,0,
DESCONTINUADO,2fdf84e1-2c60-4d7b-98e2-bf558de69eb2,* Excluído * Prato - 12,VENDA_SIMPLES,true,false,,0,0,0,0,0,0,
AUTO_NFE,e76445fe-be32-433e-88a6-dd32242682a0,Vinho Tinto Amadeo Cabernet Sauvignon,VENDA_SIMPLES,false,true,,0,5,0,0,0,0,
AUTO_NFE,9ea464ad-e82d-4473-9960-670b7e7b366d,Vinho Branco Tapada do Chaves,VENDA_SIMPLES,false,true,,0,14,0,0,0,0,
DESCONTINUADO,4d07a301-befb-4412-8130-2621a9406421,* Excluído * Vinho Tinto Barbera dalba Sbilauta,VENDA_SIMPLES,true,true,,0,5,0,0,0,0,
DESCONTINUADO,d21d3d06-3130-42bb-bcc8-0eec7c705090,* Excluído * Prato - 11,VENDA_SIMPLES,true,false,,0,0,0,0,0,0,
AUTO_NFE,b96e9dc0-dc5c-42f1-9704-c0601ea02b1b,Salmao em Cubos 120g,INSUMO,false,true,,0,4,0,0,0,0,
DESCONTINUADO,a28171e3-3fef-4a60-b7a9-2450e5518c5a,* Excluído * Whisky Chivas regal 12 anos 1 L,INSUMO,true,true,,0,0,0,0,0,0,
NUNCA_VENDIDO,2e71762f-0f1e-4238-8497-e2e41bf434be,Seleta Prata 1L,INSUMO,false,true,,0,0,0,0,0,0,
AUTO_NFE,25b81996-f9f8-4cce-8436-dffaeb68ef48,Dadinho de tapioca - RUA ITAPORANGA,VENDA_SIMPLES,false,false,,0,4,0,0,0,0,
AUTO_NFE,d753d3ec-9263-402d-a6f5-f644f851f344,Vinho Branco Villa Antinori,VENDA_SIMPLES,false,true,,0,16,0,0,0,0,
AUTO_NFE,0835fe91-64cf-4e81-84a5-182830847ca5,licor Fino Cointreau Laranja 700ml garrafa,INSUMO,false,true,,0,8,0,0,0,0,
